user_id,merchant_id,label
317067,2709,1
57483,120,0
57483,2721,1
320139,2805,0
5259,4008,0
398475,4091,0
203403,1427,0
138123,1884,0
11403,3004,1
274827,1499,0
274827,1749,0
151947,1900,0
151947,2537,0
350091,1895,0
350091,4079,0
350091,3301,0
350091,1411,0
159627,1679,0
162699,4693,0
361356,1916,0
231564,2856,0
369036,1102,0
177804,1310,0
311436,1704,0
312204,3682,0
314508,4427,0
319116,13,0
389004,4040,0
327564,4083,0
197004,3034,0
132492,2424,0
200076,4173,0
134796,2187,0
202380,698,0
344460,323,0
348300,3839,0
348300,3968,0
219276,2849,0
94092,3205,0
161676,3828,0
229260,2273,0
229260,1827,0
230541,3855,0
166029,4044,0
166029,3622,0
103053,3629,0
103053,4282,0
235149,1026,0
169869,4847,0
60045,4605,0
60045,2278,1
259725,503,0
328845,1022,0
133005,359,0
2445,3693,0
268941,2482,0
8589,1056,0
13197,3476,0
215181,861,0
219789,1602,0
89229,416,0
23949,1501,0
89997,3323,0
417933,1742,0
222093,4048,0
39822,4388,0
47502,1272,0
179598,66,0
179598,4282,0
49038,98,0
49038,2856,0
249486,3693,0
122766,3941,0
64398,4282,0
198030,4048,0
67470,2031,0
400014,3828,0
400014,4173,0
347022,2776,0
154254,2138,0
24462,2550,0
24462,3941,0
222606,416,0
94350,4607,0
359310,4325,0
97422,3541,0
364431,4744,0
240015,960,0
120975,503,0
57999,4305,0
387471,794,0
387471,722,0
197775,4600,0
71823,3576,0
203919,3529,0
206991,2140,0
206991,3578,0
147087,1489,0
278415,3105,0
278415,1090,0
87951,1150,0
417423,1412,0
157071,4044,0
231312,1131,0
362640,4026,0
363408,2450,0
36240,4394,0
36240,3828,0
364176,1677,0
103824,1520,0
300432,2913,0
300432,4247,0
178320,3541,0
178320,908,0
309648,1250,0
309648,1168,0
375696,3588,0
375696,1970,0
319632,2099,1
192144,2158,0
142224,4173,0
78480,2928,0
78480,152,0
78480,2594,0
344976,2669,0
83856,2721,0
25488,4131,0
25488,4976,0
25488,3965,0
354960,2091,0
354960,4968,0
421008,1150,0
421008,503,0
159888,2401,0
102033,2453,0
168849,4044,0
234897,1023,0
234897,4650,0
237201,3828,0
171921,684,0
370065,3350,0
370833,1978,0
308625,2981,0
308625,2836,0
48273,3463,0
312465,4659,0
122769,915,0
124305,3955,0
190353,598,0
191121,2031,0
191121,4492,0
6801,4372,0
206481,1187,0
76689,3954,0
208785,4173,0
209553,4186,0
343185,1487,0
287121,2403,0
164754,1749,1
362130,472,0
37266,4346,0
171666,2954,0
374418,586,0
112530,3578,0
112530,4044,0
47250,2273,0
47250,4042,0
114834,66,0
251538,2313,0
121746,382,0
385938,1833,0
124050,293,0
128658,1840,0
63378,72,1
9618,3828,1
211602,1077,0
346002,1310,0
346002,4760,0
346770,508,0
19602,742,0
19602,1472,0
19602,1487,0
351378,2078,0
359826,4044,0
231315,10,0
366483,4976,1
303507,2403,0
44691,1708,0
244371,4919,0
184467,606,1
57747,3579,0
191379,4605,0
132243,4073,0
136083,3623,0
5523,1477,0
398739,594,0
342675,3103,0
408723,1661,0
354195,1923,0
223635,2447,0
94611,3205,0
163731,3769,1
163731,361,0
165012,278,0
100500,311,0
366228,4760,0
45204,2954,1
115092,962,0
121236,989,0
328596,2546,0
328596,1900,0
406932,1000,0
406932,1999,0
16020,3538,0
281748,1749,0
281748,4926,1
282516,4966,0
218004,2294,0
287124,4607,0
26772,3650,1
225684,1412,0
225684,508,0
291732,2128,0
297621,1495,0
297621,4976,0
102549,257,0
170133,2537,0
170133,3968,0
379797,960,0
316821,437,0
384405,370,0
319125,2592,0
191637,2669,0
324501,598,0
391317,121,0
392085,2459,0
198549,547,0
2709,2810,0
135573,4829,0
201621,1875,0
402069,2099,0
341397,4966,0
79509,523,0
79509,1724,0
342165,3683,0
342165,3954,0
147861,1923,0
88725,2775,0
296598,3828,1
106902,3545,0
106902,2810,0
109206,4173,1
43926,643,0
112278,4325,0
381078,2669,0
385686,3472,0
385686,3376,0
385686,1116,0
266646,1538,0
137622,1621,0
336534,1429,0
336534,1784,0
336534,798,0
208278,4256,0
15510,3288,0
409494,1168,0
409494,3898,0
149910,191,1
222870,1131,0
297111,4044,0
237207,4269,0
304023,4173,0
371607,1310,0
241047,4050,0
175767,1062,0
175767,946,0
192663,2721,0
391575,3578,0
6039,4491,1
403095,3828,0
337815,3304,0
343191,2255,0
85911,1468,0
289431,3990,0
289431,643,0
356247,4687,0
161175,2031,1
359319,4992,0
236952,2954,0
236952,4078,0
370584,1102,0
177816,3887,1
180888,4760,0
192408,3623,0
259992,4044,0
400536,4270,0
402840,4022,0
404376,742,0
339864,798,0
145560,1412,0
215448,4858,0
412056,1131,0
85656,2587,0
23448,4368,0
23448,2565,0
419736,1454,0
158616,1076,0
159384,4818,0
162456,2279,0
36249,4659,0
45465,3734,0
374937,2883,0
247449,3828,0
247449,946,0
247449,4850,0
247449,4693,0
319641,3163,0
386457,3623,0
63129,3828,0
199065,2238,0
199065,1346,0
10137,2681,0
148377,2791,0
350361,4282,0
96153,296,0
33690,141,0
100506,3402,0
371610,2403,1
179610,1760,0
182682,120,0
117402,960,0
248730,588,0
316314,361,1
130458,4478,0
666,2537,0
399258,4071,0
268698,2424,0
400026,3826,0
400026,1472,0
400026,3176,0
400026,3305,0
82842,2821,0
151962,1703,0
224154,3828,0
291738,2255,0
34203,603,0
34203,4648,0
232347,3105,0
365979,4325,0
44187,154,1
308379,2582,0
308379,4818,0
114075,639,0
49563,3319,0
49563,4420,0
117915,804,0
321435,2537,0
321435,682,0
321435,1457,0
61083,1852,0
193179,1978,0
193179,4871,0
259227,1291,0
133275,1760,0
332955,2482,0
73371,4605,0
8859,293,1
8859,2242,0
8859,2928,0
336795,3952,0
406683,822,0
150939,4760,0
351387,1827,0
418203,121,0
353691,1122,0
419739,2768,0
419739,3870,0
420507,663,0
229275,2218,0
366492,1557,0
242844,1677,1
56988,3667,0
257436,4474,0
261276,794,0
262044,1049,0
9372,1235,0
140700,1642,0
206748,3689,0
277404,3154,0
417180,1514,1
90780,4143,0
287388,4976,0
158364,2066,0
356508,2403,1
162972,441,0
175773,3727,0
46749,503,0
46749,4731,0
317085,2981,0
383133,1346,1
129693,3524,0
2973,2124,0
265629,2008,0
265629,2099,0
397725,1470,0
397725,1816,1
75165,4044,0
271773,643,0
206493,4049,0
144285,3734,0
19101,168,1
347037,1377,0
347037,4655,1
347037,3445,0
413853,4090,0
284061,4394,0
284061,2565,0
88989,4864,1
88989,416,0
355485,1888,1
290205,1412,0
290973,1393,0
232350,3608,0
299934,4044,0
170142,437,0
367518,1923,0
303006,2684,0
303006,1875,0
304542,738,0
309150,4512,1
309150,2928,1
375966,590,0
180894,4368,0
180894,2592,0
117150,3650,0
315294,3665,0
54942,3898,1
257694,4282,0
257694,219,0
260766,4083,0
260766,3420,0
197022,4914,0
134046,3452,0
200862,1272,0
332190,594,0
332190,1890,0
332958,296,0
339102,4966,0
410526,3205,0
149406,317,0
21918,4048,0
416670,1281,0
416670,4394,0
93342,639,0
96414,606,0
298911,4614,0
298911,1710,0
367263,4818,0
106911,2099,0
43935,4079,0
311199,4933,0
256671,4919,0
197535,1891,0
147615,2711,0
147615,1393,0
17055,4585,0
215967,606,0
283551,3602,0
26271,2217,0
26271,1521,0
93087,643,0
31647,2099,0
360351,1618,0
32928,685,0
295584,2915,0
102048,4163,0
102048,3408,0
36768,996,0
36768,3984,0
37536,4220,0
37536,3500,0
37536,1900,0
370848,4378,0
370848,424,0
45984,1875,0
177312,4282,1
374688,4143,0
50592,145,0
181920,1102,1
118176,1810,0
249504,4022,0
53664,1500,0
122016,1892,0
253344,4173,1
256416,2359,0
256416,3444,0
61344,4287,0
128160,598,0
128160,4760,0
133536,3614,0
264864,4044,0
396960,2828,0
399264,4493,0
11424,1752,0
404640,786,0
143520,3614,0
410784,3195,0
19872,1467,0
349344,630,0
420000,2108,0
158112,1760,0
224928,1056,1
98721,2824,0
230049,2482,0
164769,1494,0
167073,3854,0
167073,1761,0
36513,2149,0
299937,1810,0
236193,1026,0
243873,2583,0
243873,4049,0
118689,4950,0
124065,2537,0
260001,3531,0
130209,1850,0
130209,2821,0
261537,2856,0
334497,897,0
335265,931,0
335265,1918,0
77217,1851,0
410529,794,0
83361,4372,0
215457,958,0
215457,760,0
347553,1487,0
152481,115,0
154785,1851,0
418977,1272,0
97185,606,0
98466,3473,0
164514,1393,0
165282,4361,0
34722,3609,0
167586,4287,0
42402,1892,0
180642,742,0
180642,4339,0
246690,1833,0
50850,2445,0
120738,2767,0
321186,4966,0
394914,2860,0
200610,500,0
407202,4987,0
407202,3968,0
147618,1978,0
280482,293,0
219810,170,0
27810,2278,0
358050,361,0
358050,3891,0
227490,4540,0
237987,4560,0
42147,3614,0
42147,4966,0
108963,2066,0
43683,436,0
43683,1978,0
373923,1162,0
378531,1272,0
118947,1454,0
68259,3623,0
70563,1399,0
70563,4322,0
398499,322,0
398499,191,0
270243,3181,0
212643,443,0
224931,2513,0
357027,4818,1
293283,1020,0
102564,3472,0
168612,4044,0
307620,4463,0
46500,4324,0
178596,4044,0
179364,1356,1
114084,2424,0
119460,2856,0
187812,2928,0
126372,2052,0
390564,1945,1
260004,2447,0
201636,4512,0
398244,2954,0
71844,2664,0
402852,66,0
147108,879,0
81828,168,0
279972,2620,1
92580,3524,0
289188,1077,0
227748,547,0
361893,2217,0
361893,3727,0
231333,1472,0
231333,1487,0
239013,4234,0
241317,798,0
241317,3460,0
45477,2745,0
114597,4858,0
181413,3984,0
247461,2772,0
116901,2511,0
120741,798,0
58533,474,0
124581,1322,0
321957,742,0
323493,3578,0
393381,4494,1
138405,3055,0
13989,4394,0
214437,1132,0
214437,4322,0
214437,4171,0
347301,2856,0
417189,508,0
354981,4090,0
295590,3635,0
369318,4044,0
239526,586,0
239526,2565,0
244134,2194,0
376230,2465,0
245670,3350,0
181158,3623,0
312486,4173,0
52902,424,0
186534,4976,0
56742,4864,0
125094,586,0
257190,3411,1
127398,586,0
127398,2954,0
391590,1193,0
396966,2791,0
201894,1501,0
402342,1555,0
75174,1923,0
346278,4044,0
284838,1487,0
350886,4090,0
291750,1720,0
302247,1134,0
302247,1526,0
304551,742,0
371367,2273,1
246183,4110,0
124839,1557,0
323751,4022,0
323751,350,0
323751,2824,0
130983,3826,0
262311,4427,0
131751,4589,0
328359,4079,0
328359,1203,0
328359,2348,0
396711,798,0
137127,4731,0
402855,946,0
406695,3793,0
342183,3305,0
342183,4079,0
158631,3152,0
362664,3022,0
106920,4698,0
172968,2872,0
44712,58,0
182184,1200,0
189864,4848,0
192168,4044,0
192168,3955,0
192168,3828,0
195240,4079,0
196008,361,0
264360,4607,0
203688,946,0
209832,2273,0
209832,598,0
215208,1102,0
417192,2108,0
418728,4658,0
93864,2928,0
225960,51,0
358056,3650,0
231849,742,0
104361,4444,0
104361,898,0
380841,1200,0
380841,4735,0
380841,296,0
383145,1724,0
125097,1203,0
333993,121,0
335529,794,0
335529,1487,0
406185,4966,0
210345,4687,0
210345,3205,0
210345,3236,0
210345,4513,0
210345,2217,0
215721,415,0
413865,3734,0
417705,4580,0
287145,3990,0
32169,1056,0
365226,1103,0
177066,3022,0
48042,96,0
376746,2175,0
378282,4287,0
316842,2565,0
253098,1203,0
256938,1605,0
61866,168,1
197802,326,0
134826,250,0
71850,1352,0
213162,4356,1
279210,4492,0
83370,66,0
350634,598,0
91050,1557,0
291498,4513,0
293802,4976,0
293802,361,0
34731,3472,0
103851,3080,0
103851,1115,0
301227,2459,0
305067,2278,0
305067,3230,0
312747,1892,0
126891,3057,0
262059,1629,0
67755,685,0
395691,361,0
199851,2173,1
397995,1495,0
332715,2664,0
13995,219,0
80811,24,0
279723,4173,0
279723,4282,0
358827,2721,0
299436,141,0
300972,4044,0
300972,4248,0
300972,798,0
105132,3502,1
45228,700,0
45228,551,0
180396,798,0
183468,1203,0
318636,3734,0
56748,4044,0
387756,1810,0
387756,4847,0
326316,574,0
133548,1500,0
72108,1050,0
13740,4577,0
13740,897,0
13740,1031,0
348588,946,0
155820,3828,0
159660,4697,0
291756,2900,0
291756,361,0
291756,4484,0
292524,1861,1
292524,2138,0
36525,4173,0
104877,4009,0
39597,3341,0
367533,3005,0
236973,4955,1
305325,13,0
110253,1000,0
110253,3578,0
309933,2571,0
253101,4708,0
57261,191,0
57261,4976,0
126381,474,0
130989,900,0
1965,4648,0
3501,1103,0
71853,551,0
78765,606,0
78765,1150,0
144813,2348,0
342957,102,0
213933,2361,0
213933,1467,0
417453,2047,0
422061,3439,0
161709,606,0
359085,361,0
359853,1892,0
359853,2102,0
359853,2569,0
48558,4655,0
55470,1959,0
129198,1049,0
63918,4282,0
63918,3955,0
391854,1305,0
197550,4186,0
134574,2217,1
397998,960,1
403374,3063,0
13998,2569,0
13998,3614,0
146094,1340,0
83118,1000,0
346542,361,0
346542,3629,0
346542,503,0
20142,534,0
282798,3665,0
289710,3727,0
291246,1798,0
95406,941,0
423342,2397,0
229551,326,0
100527,4525,0
100527,4369,0
100527,1283,0
101295,3734,0
101295,3225,0
367791,598,0
373167,323,0
185775,1056,0
252591,729,0
324783,3965,0
396207,2772,1
74415,1074,0
341679,2145,0
211887,3462,0
19119,523,0
151983,102,0
223407,1346,1
164784,437,0
34992,2891,0
167088,3444,0
313008,3230,0
381360,4280,0
252336,66,0
385968,1808,0
323760,4783,0
62640,361,0
271536,2415,0
211632,1884,0
18096,1816,0
90288,215,0
352944,2565,0
352944,1246,0
418992,1557,1
356016,4385,0
363441,1131,0
37809,4847,0
371889,1126,0
113841,1963,0
114609,698,0
123057,4677,0
191409,4067,0
4785,1167,0
4785,1203,0
136881,3266,0
9393,4864,1
11697,311,0
78513,1890,0
344241,804,0
345009,2193,0
21681,4850,0
421809,3828,0
292017,24,0
292017,4617,0
99762,4044,0
232626,1679,0
232626,3347,0
183474,4955,0
118962,2545,0
317106,1557,0
317106,3828,1
197298,4848,0
66738,4850,0
2226,4659,0
69042,255,0
200370,3578,0
331698,1500,0
270258,3990,1
147378,2273,0
279474,1092,0
346290,2981,0
346290,1437,0
216498,4950,0
151986,2440,0
220338,4607,0
220338,3984,0
91314,35,0
94386,1131,0
161202,2403,0
423858,437,0
423858,4090,0
163506,861,0
164787,4955,0
165555,58,0
35763,1028,0
41907,2891,0
244659,4173,0
246963,4534,0
125619,547,0
195507,598,0
130227,2928,0
135603,2424,0
332979,4044,0
333747,1643,0
268467,4585,0
268467,2545,1
211635,1999,0
347571,810,0
417459,4864,0
417459,4234,0
417459,1187,0
286899,2579,0
418227,3351,0
225459,2193,0
225459,1500,0
225459,3558,0
227763,1090,0
228531,4919,0
305076,3576,0
305076,2559,0
246708,1916,0
322740,2149,0
388788,2218,0
398004,960,0
399540,4760,0
399540,720,1
74676,3650,0
277428,2824,0
148404,2138,0
19380,1892,0
219060,4659,0
24756,4322,0
418740,423,0
421044,1221,0
290484,3809,0
358068,1272,0
102837,3276,0
171189,4042,0
238773,3635,0
310197,586,0
310197,1071,0
115893,756,0
314037,293,0
315573,4540,0
250293,35,0
122037,3536,0
320181,4294,1
125877,3181,0
67509,1602,0
135093,4589,0
135093,2608,0
137397,2286,0
400821,4258,1
209589,10,1
343221,191,0
410037,4708,0
151989,429,0
151989,547,0
151989,1557,0
353205,503,0
228789,963,0
164022,4718,0
106422,3152,0
237750,1090,0
239286,2680,0
239286,4787,0
177846,2031,0
375222,3230,0
375222,3986,0
52662,1948,0
385974,2217,1
256182,1825,0
190902,3410,0
193974,3640,0
6582,786,0
138678,1399,0
150966,187,1
349878,418,0
349878,4659,0
30390,574,0
423606,1816,0
423606,1050,0
358326,66,0
364983,3828,0
364983,3941,0
106167,1132,0
109239,4976,0
122295,742,0
384951,3828,1
385719,2403,0
388023,1840,0
388023,4234,0
258231,2273,0
196023,1200,0
205239,3350,1
75447,1760,0
75447,4958,0
209847,4044,0
146103,2545,0
343479,2537,0
87735,2305,0
288951,1187,0
158391,3910,0
103608,4859,0
367800,1122,0
112056,4976,0
112824,1492,0
52920,310,0
121272,4173,0
121272,4044,0
60600,1526,0
60600,2217,0
60600,3350,0
390072,1978,0
390072,4049,0
271032,598,0
271800,3609,0
271800,3448,0
339384,1861,0
14520,3314,0
14520,1749,1
14520,102,0
149688,2864,0
347832,4639,0
294072,3734,0
297657,2217,0
297657,4346,0
306105,1892,0
372153,4044,0
372153,2318,0
307641,10,0
182457,4048,0
384441,263,0
319929,4524,0
386745,439,0
386745,2436,0
6585,1499,0
273849,3350,0
79545,1031,0
79545,4818,0
276921,2136,0
348345,3614,0
289209,685,0
422073,114,0
422073,4090,0
422073,3853,0
422073,4173,0
97977,598,0
40890,687,0
48570,649,0
378042,594,0
379578,4173,0
64698,2124,0
954,4071,0
954,1255,0
336570,1062,0
77754,4129,0
211386,4649,0
212922,590,0
86202,643,0
414138,1393,1
26298,902,0
422586,794,0
163770,200,0
230331,4234,0
171195,148,0
173499,661,0
370875,4044,0
242619,3853,0
242619,4760,0
242619,603,0
54459,189,0
59835,1639,0
388539,3347,1
195003,1968,0
195003,3200,0
195003,3420,0
196539,4009,0
269499,3022,0
400827,3476,0
205755,3828,0
340923,4044,0
15291,2565,0
82875,1861,0
149691,1602,0
347067,1541,0
151995,1308,0
91323,575,0
288699,4044,0
224187,3588,0
228795,742,0
164028,4048,0
111036,4850,1
307644,2981,0
190908,2482,0
126396,1884,0
392124,132,0
393660,2714,0
70332,1803,0
206268,1427,0
206268,2556,0
210876,3098,0
210876,1704,0
279996,2501,0
84924,503,0
84924,1187,0
219324,4745,0
285372,145,0
285372,1131,0
356796,2791,0
102333,1892,0
103101,2579,0
37821,3136,0
170685,4864,1
46269,1454,0
182205,63,0
185277,1529,0
323517,3885,1
393405,606,0
396477,4173,0
17853,962,0
414909,3148,0
349629,4976,0
285117,2652,0
351933,4287,0
24765,2341,0
24765,4049,0
94653,2856,0
291261,4044,0
357309,2611,0
357309,4534,0
31677,4604,0
103614,141,0
39102,4394,0
39102,537,0
180414,760,0
181950,4536,1
181950,1084,0
181950,3588,0
118974,4163,0
316350,3578,0
316350,2459,0
58302,685,0
62142,321,0
258750,3955,0
128190,4908,0
702,326,0
702,2935,0
267198,1056,0
142014,3176,0
215742,1833,0
415422,3828,0
291006,2562,0
33471,3984,0
297663,3665,0
297663,1487,0
363711,1356,0
37311,374,0
103359,4282,0
103359,3734,0
104127,3288,0
104127,2397,1
368319,2173,0
43455,4648,0
45759,2448,0
116415,1416,0
53439,4985,0
59583,1049,0
194751,1602,0
391359,4173,0
394431,1494,0
399039,2318,1
75711,2447,0
408255,314,0
277695,1412,1
218559,1346,0
159423,1370,0
228543,2325,0
163263,742,0
163263,3635,0
164544,598,1
167616,4871,0
298944,817,0
368064,2454,0
43968,2810,0
114624,4976,0
317376,598,0
317376,1470,0
318144,4043,0
195264,361,0
263616,669,0
199104,923,0
7872,1707,0
74688,3826,1
74688,3941,0
210624,3828,0
148416,2955,0
83904,4043,0
83904,3323,0
348096,1429,0
33729,310,0
37569,4728,0
367041,4724,0
369345,1183,0
369345,3577,0
46785,2652,0
115905,203,0
249537,4976,0
56001,3578,0
187329,3826,0
63681,4171,0
393921,4607,0
267201,1502,0
401601,1102,0
141249,3320,0
340161,1272,0
144321,467,0
144321,1500,0
144321,4885,0
341697,67,0
213441,141,1
283329,1472,0
93633,3127,0
224961,1102,0
32193,3793,0
32193,503,0
98241,4578,0
98241,2698,0
361410,748,0
35010,1487,0
168642,1968,0
300738,4677,0
300738,3570,0
39618,209,0
303042,4335,0
244674,1437,0
244674,4336,0
248514,946,0
185538,4141,0
389826,4463,0
389826,4722,0
328386,2537,0
332226,1964,0
5058,1454,1
203202,2162,0
342978,2281,0
410562,2571,0
88002,590,0
415938,3022,0
91842,4818,0
159426,2631,0
166851,3289,1
364995,4730,0
176067,2026,0
176067,3734,0
308931,1557,0
51651,1353,0
250563,4768,1
328131,3075,0
201411,2217,0
73155,4282,0
10947,361,0
10947,4847,0
404931,845,0
157635,1659,0
157635,4044,0
93891,3839,0
162243,474,0
99780,4044,0
304068,586,0
304836,3990,0
239556,4043,0
176580,1597,0
184260,1642,0
120516,4760,0
132804,1704,0
264132,2579,0
266436,1861,1
6852,3105,0
142788,4444,1
145092,1760,0
84420,2288,0
84420,806,0
84420,951,0
84420,3376,0
218052,3809,0
349380,3016,0
90564,2583,0
222660,3826,0
222660,2313,0
158148,1918,0
224964,2711,0
172485,4044,1
173253,4571,0
176325,2397,0
176325,4170,1
46533,320,0
248517,4186,0
250053,4744,0
250053,4760,0
266949,141,0
201669,2471,0
269253,1352,0
406725,416,0
18117,1472,0
154053,2217,0
154053,4044,0
157125,2221,0
94149,15,0
225477,1305,0
225477,534,0
423621,1999,0
293829,1597,0
229317,323,0
230598,2891,0
230598,503,0
165318,4894,0
302022,1102,0
368838,2537,0
241350,2361,0
241350,2537,0
176070,2091,0
177606,2339,0
115398,2613,0
247494,293,0
378822,4949,0
255174,4048,0
63174,648,0
203718,3269,0
12486,236,0
351174,4518,0
353478,2537,0
91590,557,0
355014,3176,0
355014,4049,0
161478,366,0
358086,2465,0
30918,1416,0
31686,923,0
31686,897,0
359622,2014,0
363207,4771,0
238023,3502,0
174279,1415,0
377031,2242,0
377031,4659,0
52167,1162,0
52935,4427,0
186567,1501,0
319431,4764,0
125127,2795,0
125127,3319,0
125127,4217,0
388551,4173,0
260295,2636,0
199623,2459,0
268743,1477,0
403911,4336,0
12231,152,0
12231,2856,0
12231,606,0
405447,3971,0
343239,643,0
19143,2394,0
150471,4137,0
150471,3513,0
353991,4270,0
29895,3484,0
373704,1810,0
313032,2108,0
117960,2278,0
185544,1499,0
120264,2217,0
383688,4864,0
124104,4847,0
194760,4760,0
336840,1840,0
336840,3545,0
336840,1067,1
207816,643,0
405960,3968,0
79560,1618,0
145608,4760,0
145608,4992,0
411336,1168,0
346824,2473,0
152520,1472,0
152520,1923,0
153288,2138,0
417480,1892,0
90312,1850,0
91848,3954,0
292296,1031,0
312777,4044,0
255945,2620,0
60873,4607,0
259017,2242,0
259017,4512,1
259017,4847,1
394185,3826,0
133833,3828,0
70857,361,1
70857,2193,0
267465,2709,0
267465,4687,0
399561,1031,0
404937,141,0
339657,1049,0
216009,3029,0
216009,4942,0
20937,643,0
348873,2397,0
219081,2102,0
358089,396,0
367050,2613,1
369354,2928,0
107466,643,0
119754,1193,0
316362,3537,0
383946,649,0
383946,2699,0
254154,962,0
130506,3022,0
135882,1679,0
401610,2138,0
272586,1142,0
207306,3350,0
274890,2001,0
13002,4071,0
13770,2482,0
13770,3986,0
13770,4847,0
14538,3191,0
212682,4794,0
281034,3609,0
413130,1056,0
348618,4249,0
350154,2730,0
284874,4648,1
219594,10,0
36555,1481,0
108747,904,0
110283,2954,0
110283,1346,0
307659,4600,0
374475,1683,0
122571,121,1
319179,4760,0
254667,4305,0
254667,3623,0
190155,2448,1
387531,121,0
389067,2193,0
63435,1831,0
195531,467,0
396747,4282,0
150219,1800,0
19659,1911,0
216267,3619,0
216267,124,0
282315,4744,0
217035,1939,0
86475,4861,0
284619,4871,0
88779,742,0
285387,1911,0
353739,4499,0
35532,1056,0
234444,1472,0
39372,1541,0
374220,1659,0
374220,685,0
178380,4558,0
374988,2856,0
375756,4765,0
375756,4877,0
375756,3006,0
115404,2664,0
115404,3623,0
315852,4744,0
120012,1978,0
383436,2187,1
253644,1494,0
188364,2031,1
333516,1073,0
277452,2712,0
212940,1501,0
214476,1710,0
283596,2594,0
89292,1618,0
89292,4799,0
351948,3444,0
