user_id,age_range,gender
302953,5.0,0.0
159484,4.0,2.0
161272,7.0,0.0
96279,4.0,0.0
370426,4.0,0.0
226284,4.0,0.0
333993,4.0,0.0
399228,3.0,1.0
362337,0.0,0.0
239477,6.0,0.0
366752,5.0,1.0
152778,4.0,0.0
404690,4.0,0.0
235441,4.0,0.0
221955,4.0,0.0
306398,4.0,2.0
121825,0.0,0.0
63759,3.0,1.0
189578,0.0,0.0
365404,0.0,0.0
27084,0.0,1.0
231617,3.0,0.0
371302,5.0,0.0
181362,3.0,0.0
66177,6.0,1.0
388437,5.0,0.0
59319,4.0,1.0
258968,4.0,0.0
124793,5.0,0.0
411671,6.0,0.0
189646,4.0,0.0
241872,4.0,0.0
67470,4.0,0.0
117493,4.0,0.0
289807,5.0,0.0
93209,4.0,0.0
119014,4.0,1.0
252336,4.0,1.0
397195,5.0,2.0
284600,4.0,1.0
180396,3.0,0.0
81389,4.0,0.0
48665,0.0,1.0
191793,2.0,1.0
396526,4.0,0.0
270581,3.0,0.0
114027,4.0,1.0
28742,3.0,0.0
343729,4.0,0.0
342181,4.0,0.0
309892,2.0,1.0
162768,4.0,0.0
216629,6.0,0.0
90311,3.0,1.0
341397,3.0,2.0
301501,4.0,0.0
158627,3.0,0.0
48373,3.0,0.0
168812,4.0,0.0
167294,6.0,0.0
147220,3.0,0.0
254700,3.0,2.0
135471,3.0,0.0
204496,0.0,0.0
234228,2.0,1.0
246690,6.0,0.0
76517,4.0,0.0
330735,4.0,1.0
406650,4.0,2.0
363564,4.0,0.0
396007,4.0,1.0
318268,3.0,1.0
278559,3.0,0.0
247921,3.0,0.0
201354,4.0,0.0
381866,0.0,1.0
46160,3.0,2.0
308282,4.0,0.0
380606,4.0,0.0
128190,4.0,2.0
24995,4.0,0.0
131205,5.0,0.0
58419,3.0,1.0
303490,3.0,0.0
398690,6.0,0.0
164464,4.0,0.0
412865,6.0,0.0
406679,3.0,1.0
195722,3.0,0.0
84486,4.0,1.0
275320,6.0,0.0
86349,5.0,0.0
90288,6.0,0.0
202070,0.0,0.0
342329,4.0,1.0
264750,4.0,0.0
60805,3.0,0.0
330670,7.0,0.0
131382,5.0,0.0
293241,6.0,0.0
330044,5.0,0.0
351948,3.0,1.0
211606,4.0,0.0
203688,4.0,0.0
271686,6.0,0.0
308990,4.0,1.0
241419,3.0,1.0
1839,5.0,1.0
202031,6.0,0.0
211386,4.0,0.0
70392,4.0,0.0
102515,4.0,0.0
410103,4.0,0.0
399123,6.0,1.0
368187,8.0,0.0
262112,5.0,0.0
61547,3.0,0.0
329947,4.0,1.0
37309,4.0,1.0
70464,4.0,0.0
194197,3.0,0.0
22305,5.0,0.0
251588,0.0,0.0
326698,3.0,1.0
287593,4.0,0.0
376921,7.0,0.0
36144,0.0,1.0
123414,3.0,1.0
25935,4.0,2.0
198848,3.0,2.0
416610,4.0,0.0
847,5.0,0.0
280140,6.0,0.0
230597,3.0,0.0
69753,6.0,0.0
394909,3.0,0.0
345798,4.0,1.0
208427,7.0,1.0
274827,3.0,0.0
267911,4.0,0.0
30452,4.0,0.0
115121,4.0,0.0
88714,3.0,0.0
22919,0.0,0.0
24765,4.0,0.0
113196,3.0,0.0
133070,6.0,0.0
328765,6.0,2.0
331158,4.0,0.0
190018,3.0,1.0
294209,4.0,1.0
120516,7.0,1.0
403937,5.0,1.0
51245,5.0,0.0
373167,6.0,1.0
155248,3.0,0.0
187812,4.0,0.0
214274,0.0,1.0
224873,3.0,1.0
216111,3.0,0.0
186262,3.0,2.0
309512,7.0,0.0
145289,5.0,0.0
331521,4.0,1.0
167078,3.0,0.0
330134,4.0,0.0
75887,3.0,0.0
202773,3.0,0.0
18540,4.0,0.0
314655,3.0,0.0
121353,3.0,1.0
392956,0.0,2.0
310031,6.0,0.0
122902,6.0,0.0
382634,6.0,0.0
361373,3.0,1.0
242083,3.0,2.0
182612,6.0,0.0
146292,4.0,0.0
218020,4.0,2.0
391201,3.0,0.0
388146,3.0,1.0
34304,3.0,0.0
161085,3.0,0.0
101764,3.0,1.0
357477,5.0,0.0
164769,5.0,0.0
378956,3.0,1.0
44691,3.0,1.0
333982,5.0,0.0
128389,3.0,0.0
39503,4.0,0.0
93312,4.0,0.0
44041,7.0,0.0
379786,3.0,1.0
57581,4.0,1.0
308468,6.0,0.0
308320,5.0,0.0
65948,4.0,1.0
210288,3.0,0.0
337429,4.0,0.0
106130,3.0,0.0
74006,4.0,1.0
336729,5.0,0.0
18968,5.0,0.0
120587,5.0,1.0
313155,6.0,0.0
168716,3.0,1.0
394171,4.0,1.0
9393,0.0,1.0
333262,3.0,1.0
207526,3.0,0.0
226339,3.0,1.0
113356,3.0,1.0
38431,3.0,0.0
404594,3.0,0.0
74728,4.0,0.0
224840,3.0,0.0
215807,3.0,1.0
183398,5.0,2.0
204612,3.0,1.0
272304,3.0,0.0
400242,6.0,0.0
320462,4.0,1.0
256349,5.0,1.0
116602,3.0,0.0
285109,3.0,0.0
381574,5.0,0.0
347663,4.0,0.0
409516,5.0,0.0
177748,5.0,0.0
235284,6.0,0.0
231038,3.0,0.0
275924,5.0,0.0
91825,4.0,2.0
2995,5.0,0.0
308238,0.0,0.0
45,3.0,2.0
327214,3.0,0.0
82564,0.0,1.0
320484,4.0,0.0
372003,4.0,1.0
264960,4.0,0.0
145681,3.0,1.0
74676,4.0,1.0
238862,0.0,0.0
5885,3.0,0.0
73625,4.0,1.0
243209,4.0,1.0
298294,4.0,1.0
176560,0.0,0.0
144487,3.0,0.0
333885,5.0,0.0
105559,0.0,0.0
132039,4.0,0.0
348471,6.0,1.0
119113,3.0,0.0
21072,4.0,0.0
151962,5.0,0.0
394799,3.0,1.0
260792,4.0,1.0
289460,5.0,0.0
396176,6.0,0.0
133138,6.0,1.0
261851,3.0,1.0
173770,3.0,0.0
399799,7.0,0.0
128114,5.0,1.0
171940,7.0,0.0
40328,0.0,0.0
348602,7.0,1.0
266958,3.0,0.0
319641,3.0,0.0
27884,3.0,0.0
116580,5.0,0.0
80979,0.0,0.0
139672,0.0,0.0
215283,4.0,0.0
293365,5.0,0.0
277695,0.0,0.0
418992,4.0,0.0
283003,3.0,1.0
41586,3.0,1.0
178733,3.0,1.0
358750,6.0,0.0
232710,3.0,0.0
100143,0.0,1.0
124319,4.0,0.0
316241,4.0,0.0
246332,3.0,1.0
186119,0.0,2.0
320735,0.0,0.0
120843,5.0,1.0
395078,4.0,0.0
382658,3.0,1.0
39770,4.0,1.0
78346,5.0,0.0
49750,4.0,1.0
349640,4.0,0.0
205984,3.0,0.0
316463,4.0,1.0
341238,3.0,0.0
152764,5.0,1.0
214355,6.0,1.0
397028,5.0,1.0
75174,4.0,0.0
368098,3.0,0.0
258291,4.0,0.0
421438,3.0,1.0
306217,4.0,2.0
333747,3.0,1.0
212922,3.0,1.0
389710,3.0,1.0
224386,3.0,0.0
291318,4.0,0.0
120530,3.0,0.0
235883,4.0,2.0
231731,3.0,0.0
290459,3.0,0.0
85379,5.0,1.0
225906,3.0,1.0
200811,4.0,0.0
399638,6.0,0.0
295049,0.0,1.0
32134,3.0,0.0
132958,4.0,0.0
6283,4.0,0.0
245897,2.0,0.0
383296,3.0,1.0
199623,6.0,0.0
319597,4.0,0.0
283399,0.0,0.0
258015,3.0,0.0
80644,5.0,0.0
74493,3.0,0.0
191544,2.0,0.0
296450,3.0,0.0
54019,3.0,0.0
406301,4.0,1.0
240109,5.0,0.0
173253,4.0,0.0
144589,4.0,0.0
346639,3.0,1.0
161691,3.0,1.0
66833,3.0,1.0
372272,6.0,0.0
305128,4.0,1.0
172514,6.0,0.0
198062,5.0,1.0
258088,5.0,0.0
71469,3.0,0.0
285734,0.0,0.0
142271,4.0,0.0
357968,5.0,1.0
400536,4.0,2.0
111126,5.0,0.0
299156,0.0,0.0
176513,4.0,0.0
205244,3.0,1.0
39641,5.0,0.0
178922,3.0,1.0
242816,2.0,0.0
155400,4.0,0.0
374731,0.0,1.0
34082,6.0,0.0
378005,3.0,1.0
147284,4.0,0.0
259062,3.0,0.0
414941,4.0,1.0
177696,0.0,0.0
336747,5.0,1.0
323592,2.0,0.0
379366,3.0,0.0
83662,3.0,1.0
296470,0.0,0.0
150653,3.0,0.0
386218,3.0,0.0
214859,4.0,0.0
205608,3.0,0.0
148136,6.0,0.0
419560,3.0,0.0
52188,6.0,1.0
286237,3.0,1.0
176890,4.0,0.0
215208,3.0,0.0
140598,4.0,1.0
160491,4.0,0.0
261489,4.0,1.0
241047,4.0,0.0
323995,0.0,0.0
85493,6.0,0.0
159419,4.0,0.0
136808,4.0,0.0
212546,2.0,0.0
274475,4.0,0.0
92602,5.0,1.0
253421,4.0,0.0
387951,4.0,0.0
294361,4.0,1.0
104454,3.0,1.0
91194,3.0,0.0
415564,4.0,0.0
367656,2.0,0.0
46892,7.0,0.0
184678,5.0,0.0
312168,0.0,2.0
421146,0.0,1.0
40322,6.0,0.0
330429,4.0,0.0
340461,5.0,0.0
163048,7.0,1.0
89762,5.0,1.0
31514,4.0,1.0
273002,0.0,1.0
248115,5.0,1.0
169470,4.0,0.0
308783,3.0,0.0
219192,4.0,1.0
361410,3.0,1.0
283751,3.0,0.0
341716,4.0,0.0
231648,3.0,1.0
313214,4.0,0.0
298476,5.0,0.0
157520,4.0,1.0
355736,4.0,1.0
199464,3.0,1.0
